"HCP_ID","gender","Age"
6887,"FEMALE",108
21018,"MALE",70
21019,"MALE",88
21020,"MALE",110
21021,"MALE",110
21022,"MALE",108
8519,"FEMALE",32
21023,"MALE",110
9617,"MALE",90
21024,"MALE",32
21025,"MALE",89
21026,"FEMALE",69
21027,"MALE",22
21028,"MALE",120
21029,"MALE",70
21030,"MALE",91
21031,"MALE",79
21032,"MALE",120
21033,"MALE",39
21034,"MALE",99
1885,"MALE",108
21035,"FEMALE",43
2155,"FEMALE",28
16318,"MALE",77
13605,"MALE",119
21036,"MALE",111
21037,"MALE",109
21038,"MALE",120
21039,"MALE",109
43743,"FEMALE",109
8985,"MALE",34
21040,"FEMALE",109
21041,"FEMALE",57
21042,"FEMALE",118
14858,"MALE",110
21043,"FEMALE",31
21044,"MALE",68
21045,"MALE",120
21046,"FEMALE",75
21047,"MALE",59
1542,"MALE",72
21048,"MALE",119
21049,"MALE",108
3108,"MALE",100
21050,"FEMALE",29
21051,"FEMALE",39
21052,"MALE",89
21053,"MALE",69
6627,"FEMALE",111
1476,"FEMALE",109
11624,"MALE",120
14175,"MALE",90
21054,"FEMALE",30
21055,"MALE",120
44117,"FEMALE",119
21056,"MALE",121
21057,"MALE",27
4914,"MALE",112
45446,"MALE",119
6058,"MALE",100
21058,"FEMALE",32
21059,"MALE",110
21060,"MALE",119
13283,"MALE",87
21061,"MALE",60
21062,"MALE",121
21063,"MALE",109
21064,"MALE",30
5972,"MALE",117
44118,"MALE",99
21065,"MALE",35
21066,"MALE",90
44119,"MALE",118
21067,"MALE",78
21068,"MALE",99
7519,"MALE",119
44120,"MALE",78
21069,"MALE",117
21070,"MALE",68
21071,"MALE",119
14859,"FEMALE",68
7312,"MALE",89
21072,"MALE",90
4083,"MALE",39
21073,"MALE",89
709,"MALE",78
21074,"MALE",27
8838,"FEMALE",67
21075,"MALE",91
21076,"MALE",121
9618,"MALE",89
2968,"MALE",59
21077,"MALE",108
21078,"MALE",91
21079,"FEMALE",78
13131,"MALE",70
21080,"MALE",77
21081,"FEMALE",79
21082,"FEMALE",118
21083,"MALE",23
21084,"FEMALE",30
21085,"MALE",79
46220,"MALE",117
233,"FEMALE",109
21086,"MALE",87
21087,"MALE",38
5654,"FEMALE",77
8364,"MALE",84
21088,"FEMALE",117
21089,"FEMALE",112
21090,"FEMALE",95
21091,"FEMALE",75
4531,"FEMALE",62
21092,"MALE",117
11625,"FEMALE",88
21093,"FEMALE",27
11626,"MALE",27
21094,"MALE",27
11627,"MALE",77
2004,"MALE",27
21095,"MALE",22
21096,"MALE",87
14860,"MALE",27
44121,"MALE",68
7109,"FEMALE",89
21097,"MALE",27
21098,"MALE",117
6665,"MALE",77
5708,"MALE",35
44122,"MALE",89
21099,"MALE",67
21100,"FEMALE",70
21101,"MALE",37
21102,"MALE",117
21103,"MALE",22
21104,"MALE",118
5112,"FEMALE",48
11628,"FEMALE",117
44123,"FEMALE",33
7454,"FEMALE",49
21105,"FEMALE",23
21106,"FEMALE",97
5859,"FEMALE",27
21107,"MALE",120
21108,"MALE",118
21109,"MALE",27
21110,"MALE",110
21111,"MALE",34
21112,"MALE",80
1066,"MALE",99
21113,"MALE",109
21114,"FEMALE",28
45447,"MALE",69
21115,"FEMALE",45
13606,"MALE",111
21116,"MALE",78
21117,NA,35
14861,"MALE",78
9619,"MALE",101
21118,"MALE",118
21119,"MALE",60
21120,"MALE",109
1928,"FEMALE",27
21121,"FEMALE",88
21122,"MALE",111
14862,"MALE",99
21123,"MALE",50
21124,"MALE",58
7948,"MALE",120
21125,"FEMALE",108
21126,"MALE",36
21127,"MALE",108
11629,"FEMALE",118
5590,"FEMALE",118
1343,"MALE",60
21128,"MALE",82
21129,"MALE",40
21130,"FEMALE",78
21131,"MALE",78
9620,"MALE",98
21132,"MALE",99
6241,"MALE",110
9052,"MALE",118
21133,"FEMALE",105
21134,"FEMALE",61
21135,"MALE",79
21136,"FEMALE",31
2243,"MALE",89
21137,"MALE",118
984,"FEMALE",119
21138,"MALE",90
9621,"MALE",29
9622,"MALE",98
21139,"FEMALE",47
3795,"MALE",90
21140,"MALE",88
21141,"MALE",99
21142,"MALE",30
11630,"MALE",120
21143,"MALE",25
14863,"MALE",110
9623,"MALE",119
21144,"MALE",59
21145,"FEMALE",78
21146,"MALE",119
21147,"MALE",30
21148,"MALE",108
9624,"MALE",108
21149,"MALE",70
21150,"MALE",78
21151,"FEMALE",95
21152,"MALE",69
21153,"MALE",90
44124,"MALE",109
46221,"MALE",119
2979,"MALE",88
21154,"MALE",58
21155,"FEMALE",50
9625,"MALE",80
4729,"MALE",58
21156,"MALE",107
45448,"MALE",120
21157,"MALE",48
6340,"MALE",107
21158,"FEMALE",98
4912,"MALE",29
21159,"MALE",98
4484,"MALE",80
4596,"FEMALE",37
14176,"MALE",69
21160,"MALE",109
3684,"MALE",70
5203,"MALE",108
21161,"MALE",31
21162,"MALE",30
21163,"MALE",120
21164,"MALE",118
21165,"MALE",31
1293,"MALE",120
9626,"MALE",119
21166,"MALE",119
4928,"FEMALE",69
21167,"FEMALE",109
200,"MALE",111
21168,"MALE",78
9627,"MALE",119
11631,"FEMALE",99
9628,"MALE",50
7092,"MALE",49
21169,"MALE",108
21170,"MALE",38
21171,"FEMALE",89
4672,"MALE",30
21172,"MALE",97
3149,"FEMALE",29
7584,"MALE",59
21173,"MALE",70
21174,"MALE",90
21175,"MALE",100
21176,"MALE",111
21177,"MALE",78
21178,"FEMALE",119
2888,"MALE",79
21179,"MALE",118
21180,"MALE",59
21181,"MALE",119
44125,"MALE",32
21182,"MALE",87
21183,"FEMALE",30
6882,"MALE",32
21184,"MALE",109
21185,"MALE",110
8558,"MALE",70
21186,"FEMALE",88
254,"FEMALE",30
8894,"MALE",30
21187,"MALE",33
44126,"MALE",121
21188,"FEMALE",30
3907,"MALE",39
21189,"MALE",89
14177,"MALE",60
5306,"MALE",108
21190,"MALE",120
21191,"MALE",27
21192,"MALE",118
21193,"MALE",29
14864,"MALE",59
4709,"MALE",24
21194,"FEMALE",78
43744,"FEMALE",118
21195,"MALE",99
3852,"FEMALE",109
16319,"MALE",120
21196,"MALE",60
21197,"MALE",79
14178,"MALE",29
21198,"FEMALE",78
21199,"MALE",79
2884,"MALE",80
2260,"MALE",118
9629,"MALE",98
21200,"MALE",34
21201,"MALE",120
21202,"MALE",98
44127,"FEMALE",36
21203,"FEMALE",29
21204,"MALE",119
21205,"FEMALE",29
21206,"MALE",87
44128,"MALE",39
21207,"MALE",78
6102,"FEMALE",35
21208,"MALE",70
925,"MALE",68
5621,"MALE",101
11632,"MALE",30
21209,"MALE",27
21210,"FEMALE",87
21211,"FEMALE",99
11633,"FEMALE",108
5377,"MALE",119
8172,"MALE",31
21212,"MALE",31
7276,"MALE",90
21213,"MALE",23
21214,"MALE",40
21215,"MALE",48
3415,"MALE",40
21216,"MALE",28
21217,"MALE",88
21218,"FEMALE",121
21219,"MALE",110
4513,"MALE",109
160,"MALE",98
11634,"FEMALE",87
21220,"FEMALE",25
45449,"MALE",80
21221,"MALE",108
21222,"MALE",108
1406,"MALE",78
21223,"MALE",35
21224,"MALE",119
14865,"MALE",68
21225,"MALE",32
21226,"MALE",99
21227,"MALE",99
21228,"MALE",119
21229,"MALE",49
11635,"MALE",111
21230,"MALE",32
14179,"MALE",119
21231,"MALE",108
21232,"MALE",34
9630,"MALE",118
21233,"MALE",29
21234,"MALE",88
21235,"MALE",27
1259,"MALE",118
21236,"MALE",37
21237,"MALE",109
21238,"MALE",118
21239,"FEMALE",36
21240,"MALE",118
21241,"MALE",78
21242,"MALE",120
21243,"FEMALE",79
13284,"MALE",110
6257,"MALE",109
13607,"MALE",70
14866,"MALE",120
512,"MALE",118
21244,"MALE",88
8586,"MALE",27
21245,"MALE",49
9631,"MALE",49
14867,"MALE",28
11636,"FEMALE",118
9632,"MALE",120
21246,"MALE",30
21247,"FEMALE",119
21248,"MALE",100
14868,"FEMALE",48
6772,"MALE",90
21249,"MALE",110
21250,"MALE",118
21251,"FEMALE",111
13132,"MALE",69
44129,"MALE",68
21252,"MALE",39
21253,"FEMALE",31
21254,"FEMALE",78
44130,"MALE",99
21255,"MALE",49
2907,"FEMALE",73
300,"MALE",98
9633,"MALE",120
21256,"MALE",60
21257,"MALE",118
21258,"MALE",97
21259,"MALE",109
21260,"MALE",117
3442,"MALE",99
5447,"MALE",109
21261,"MALE",110
21262,"MALE",31
21263,"MALE",48
4917,"MALE",50
46222,"MALE",29
5512,"MALE",32
21264,"MALE",68
14869,"MALE",39
21265,"MALE",99
21266,"MALE",31
21267,"FEMALE",70
21268,"MALE",80
21269,"MALE",39
9634,"MALE",100
1749,"MALE",120
1795,"FEMALE",78
21270,"MALE",37
1461,"MALE",108
21271,"MALE",108
21272,"MALE",89
21273,"MALE",89
9635,"MALE",80
3305,"MALE",108
21274,"MALE",79
5372,"MALE",41
21275,"MALE",47
8596,"MALE",89
21276,"MALE",78
1371,"MALE",89
9636,"MALE",31
21277,"MALE",108
21278,"MALE",79
21279,"MALE",27
21280,"MALE",30
21281,"MALE",119
21282,"MALE",70
9637,"MALE",70
21283,"FEMALE",111
14870,"MALE",78
21284,"MALE",79
21285,"FEMALE",58
21286,"MALE",108
21287,"MALE",121
21288,"MALE",118
3008,"MALE",50
21289,"FEMALE",88
21290,"FEMALE",28
21291,"MALE",108
21292,"MALE",100
5126,"FEMALE",38
21293,"FEMALE",118
21294,"MALE",30
14871,"MALE",120
21295,"MALE",121
9638,"MALE",89
5213,"FEMALE",27
21296,"MALE",30
21297,"MALE",109
21298,"MALE",49
7659,"MALE",60
21299,"MALE",31
21300,"FEMALE",37
21301,"MALE",36
44131,"FEMALE",58
21302,"MALE",90
21303,"MALE",87
950,"MALE",34
46223,"MALE",110
21304,"MALE",29
9639,"MALE",99
21305,"MALE",30
7939,"MALE",120
21306,"MALE",80
11637,"MALE",101
21307,"MALE",119
21308,"MALE",30
21309,"MALE",118
21310,"MALE",120
21311,"MALE",30
21312,"MALE",70
21313,"FEMALE",33
21314,"MALE",78
46224,"MALE",118
21315,"MALE",90
1249,"MALE",41
11638,"FEMALE",58
21316,"MALE",49
44132,"FEMALE",107
21317,"MALE",110
11639,"MALE",108
21318,"MALE",119
21319,"MALE",51
14180,"MALE",70
21320,"MALE",38
44133,"MALE",98
21321,"MALE",99
11640,"MALE",118
44134,"MALE",109
21322,"FEMALE",89
46225,"MALE",118
21323,"MALE",120
21324,"MALE",101
14181,"FEMALE",62
45450,"MALE",79
14872,"MALE",69
21325,"MALE",109
9010,"MALE",78
7001,"MALE",34
21326,"MALE",119
21327,"MALE",78
21328,"MALE",119
21329,"MALE",78
21330,"MALE",24
8690,"MALE",80
21331,"FEMALE",109
21332,"MALE",99
5567,"MALE",87
44135,"MALE",109
7113,"MALE",107
21333,"MALE",89
9640,"MALE",88
2081,"MALE",118
44136,"FEMALE",98
11641,"FEMALE",108
21334,"FEMALE",97
21335,"MALE",119
5300,"MALE",27
21336,"FEMALE",119
44137,"MALE",50
21337,"MALE",68
21338,"FEMALE",108
44138,"MALE",27
45451,"FEMALE",67
21339,"MALE",79
21340,"MALE",97
44139,"MALE",30
21341,"MALE",38
21342,"MALE",32
21343,"MALE",107
44140,"MALE",32
21344,"FEMALE",108
16320,"FEMALE",68
3833,"MALE",89
21345,"MALE",90
44141,"FEMALE",79
14873,"MALE",68
21346,"MALE",90
44142,"MALE",90
2887,"MALE",117
8124,"FEMALE",118
14874,"FEMALE",118
6513,"FEMALE",61
44143,"MALE",119
21347,"FEMALE",40
45452,"MALE",121
9068,"MALE",119
13608,"MALE",121
21348,"MALE",90
9641,"MALE",119
21349,"FEMALE",108
21350,"MALE",29
11642,"FEMALE",68
1338,"MALE",71
21351,"MALE",89
21352,"FEMALE",22
21353,"FEMALE",108
6065,"MALE",87
9642,"MALE",117
6543,"FEMALE",27
21354,"MALE",24
44144,"MALE",57
21355,"MALE",118
21356,"FEMALE",27
21357,"FEMALE",108
21358,"MALE",47
21359,"MALE",25
6696,"FEMALE",22
21360,"FEMALE",92
21361,"FEMALE",117
21362,"FEMALE",117
21363,"MALE",97
2565,"FEMALE",22
21364,"FEMALE",117
5291,"FEMALE",27
21365,"MALE",78
44145,"FEMALE",110
21366,"FEMALE",121
21367,"MALE",112
44146,"MALE",90
21368,"FEMALE",88
46226,"MALE",63
21369,"MALE",117
1242,"FEMALE",22
14875,"MALE",27
2008,"FEMALE",27
21370,"FEMALE",117
21371,"MALE",22
21372,"MALE",23
5221,"MALE",118
21373,"FEMALE",109
21374,"FEMALE",27
21375,"MALE",87
21376,"FEMALE",47
7414,"FEMALE",89
14182,"MALE",76
21377,"MALE",109
21378,"FEMALE",27
21379,"FEMALE",71
4964,"FEMALE",46
21380,"FEMALE",116
21381,"MALE",86
21382,"FEMALE",80
4491,"FEMALE",35
21383,"FEMALE",105
197,"MALE",87
21384,"MALE",47
21385,"FEMALE",43
21386,"FEMALE",78
14183,"MALE",119
2768,"MALE",100
4552,"FEMALE",51
21387,"MALE",119
8113,"MALE",111
16321,"MALE",60
4713,"MALE",70
21388,"MALE",30
11643,"MALE",59
45453,"MALE",30
21389,"MALE",108
21390,"FEMALE",118
21391,"MALE",60
43745,"FEMALE",50
4988,"MALE",120
21392,"MALE",119
21393,"MALE",120
5319,"MALE",89
21394,"FEMALE",29
11644,"MALE",108
21395,"MALE",110
21396,"MALE",58
45454,"FEMALE",90
9643,"MALE",60
21397,"FEMALE",55
21398,"MALE",51
7406,"MALE",36
21399,"MALE",38
21400,"MALE",70
21401,"FEMALE",118
3152,"MALE",69
8616,"MALE",120
11645,"FEMALE",117
21402,"MALE",99
21403,"MALE",99
5169,"MALE",70
21404,"MALE",32
21405,"FEMALE",59
1077,"MALE",33
21406,"MALE",108
7642,"MALE",118
21407,"MALE",110
11646,"FEMALE",109
21408,"FEMALE",99
21409,"FEMALE",119
21410,"MALE",99
21411,"MALE",119
21412,"MALE",109
9644,"MALE",119
21413,"MALE",108
21414,"MALE",79
21415,"MALE",69
21416,"MALE",107
21417,"FEMALE",88
21418,"FEMALE",48
14876,"MALE",119
21419,"FEMALE",68
21420,"MALE",99
14877,"MALE",49
21421,"FEMALE",89
21422,"MALE",119
14878,"MALE",121
5680,"MALE",119
21423,"FEMALE",99
21424,"MALE",68
4726,"FEMALE",79
21425,"MALE",119
4233,"MALE",27
21426,"MALE",119
11647,"FEMALE",38
4438,"MALE",31
9645,"MALE",110
45455,"MALE",108
6210,"FEMALE",99
21427,"MALE",108
21428,"MALE",32
21429,"MALE",107
21430,"MALE",99
21431,"MALE",34
21432,"MALE",78
7080,"MALE",99
9646,"MALE",98
594,"MALE",100
8883,"FEMALE",108
9647,"MALE",121
21433,"MALE",108
153,"MALE",119
864,"MALE",120
45456,"MALE",99
21434,"MALE",80
45457,"MALE",39
6173,"FEMALE",98
14879,"MALE",119
1493,"FEMALE",28
21435,"FEMALE",118
21436,"MALE",119
14880,"MALE",120
9648,"MALE",90
11648,"MALE",119
21437,"FEMALE",31
21438,"MALE",79
14184,"FEMALE",39
21439,"MALE",120
21440,"MALE",119
21441,"MALE",79
21442,"MALE",108
308,"FEMALE",64
11649,"FEMALE",84
11650,"FEMALE",86
9649,"MALE",90
21443,"MALE",119
21444,"MALE",35
21445,"FEMALE",117
21446,"FEMALE",118
2476,"FEMALE",44
21447,"FEMALE",84
46227,"MALE",99
14881,"MALE",120
21448,"MALE",119
21449,"MALE",120
44147,"MALE",80
21450,"MALE",100
21451,"MALE",121
13609,"MALE",108
21452,"FEMALE",87
21453,"FEMALE",114
5330,"MALE",79
9237,"MALE",119
3235,"MALE",80
21454,"MALE",50
21455,"MALE",98
2794,"MALE",98
21456,"MALE",119
7550,"MALE",50
21457,"MALE",30
14882,"MALE",109
21458,"MALE",27
4462,"MALE",59
21459,"FEMALE",97
21460,"MALE",29
21461,"FEMALE",59
7627,"FEMALE",79
44148,"MALE",109
8232,"FEMALE",109
21462,"FEMALE",38
21463,"MALE",88
21464,"MALE",33
21465,"MALE",100
11651,"MALE",111
21466,"MALE",99
21467,"FEMALE",99
45458,"MALE",111
21468,"MALE",33
14883,"MALE",120
21469,"MALE",90
21470,"FEMALE",70
13610,"MALE",58
21471,"FEMALE",105
21472,"MALE",118
7484,"MALE",118
21473,"MALE",49
2811,"MALE",120
21474,"MALE",33
21475,"MALE",27
21476,"MALE",117
44149,"MALE",22
21477,"MALE",89
2529,"MALE",120
5307,"MALE",120
1511,"MALE",108
21478,"MALE",23
16322,"MALE",39
21479,"MALE",109
5127,"MALE",119
11652,"MALE",119
9650,"MALE",60
193,"FEMALE",32
21480,"FEMALE",89
3622,"MALE",68
9651,"MALE",78
6977,"MALE",119
9652,"MALE",119
21481,"FEMALE",27
21482,"MALE",34
21483,"MALE",70
9653,"MALE",89
5073,"MALE",108
9654,"MALE",31
6853,"MALE",108
21484,"FEMALE",48
11653,"FEMALE",119
14884,"MALE",108
21485,"MALE",89
11654,"MALE",33
11655,"FEMALE",27
21486,"MALE",110
14185,"FEMALE",69
21487,"FEMALE",36
21488,"MALE",33
21489,"FEMALE",30
3229,"FEMALE",38
14885,"FEMALE",99
21490,"MALE",120
21491,"FEMALE",108
9655,"MALE",60
3675,"MALE",119
2269,"MALE",34
11656,"MALE",119
21492,"FEMALE",27
21493,"MALE",31
21494,"MALE",30
21495,"MALE",99
46228,"MALE",110
2988,"MALE",108
4789,"MALE",117
9313,"MALE",100
21496,"MALE",97
14886,"MALE",109
3220,"MALE",34
9656,"MALE",67
14887,"MALE",108
9657,"MALE",38
21497,"MALE",98
8317,"MALE",31
21498,"MALE",110
21499,"FEMALE",77
2684,"MALE",33
11657,"FEMALE",118
4253,"MALE",109
21500,"FEMALE",51
44150,"MALE",38
21501,"MALE",109
6011,"FEMALE",98
9658,"MALE",100
45459,"MALE",69
6492,"FEMALE",88
21502,"MALE",33
5729,"MALE",78
21503,"FEMALE",108
21504,"MALE",34
21505,"FEMALE",117
21506,"MALE",68
13611,"FEMALE",118
14888,"FEMALE",38
21507,"MALE",30
13612,"MALE",109
14889,"MALE",99
16323,"MALE",79
13285,"MALE",109
21508,"MALE",110
11658,"MALE",79
16324,"MALE",39
7913,"FEMALE",33
21509,"MALE",118
14186,"MALE",110
21510,"MALE",33
5316,"FEMALE",78
21511,"MALE",110
11659,"MALE",84
21512,"MALE",77
21513,"MALE",33
2813,"MALE",79
21514,"MALE",118
21515,"MALE",30
14890,"MALE",118
5553,"FEMALE",78
252,"MALE",89
6949,"MALE",118
21516,"MALE",121
8549,"MALE",118
13613,"MALE",121
4767,"MALE",119
9659,"MALE",79
14891,"MALE",98
21517,"MALE",81
21518,"MALE",78
21519,"MALE",116
9019,"MALE",31
6484,"MALE",39
45460,"MALE",60
21520,"FEMALE",33
21521,"MALE",90
21522,"MALE",34
21523,"MALE",118
21524,"MALE",89
21525,"MALE",79
21526,"FEMALE",109
360,"FEMALE",81
21527,"MALE",98
21528,"MALE",118
21529,"MALE",32
2290,"MALE",120
21530,"MALE",118
21531,"MALE",108
21532,"FEMALE",117
21533,"MALE",40
5507,"FEMALE",68
21534,"MALE",34
21535,"MALE",68
21536,"MALE",119
21537,"FEMALE",88
14892,"MALE",30
1333,"MALE",108
21538,"FEMALE",108
21539,"MALE",32
21540,"MALE",69
21541,"MALE",81
14893,"FEMALE",108
21542,"MALE",27
9660,"MALE",97
21543,"MALE",119
21544,"MALE",90
21545,"FEMALE",32
21546,"FEMALE",89
21547,"MALE",110
21548,"MALE",29
21549,"MALE",48
21550,"MALE",33
21551,"FEMALE",108
8499,"MALE",120
21552,"MALE",70
21553,"MALE",88
21554,"MALE",120
21555,"MALE",90
21556,"MALE",99
3116,"FEMALE",67
21557,"MALE",41
21558,"MALE",31
13614,"FEMALE",99
14187,"MALE",109
21559,"MALE",98
45461,"MALE",88
9661,"MALE",109
34,"FEMALE",78
21560,"MALE",117
21561,"MALE",99
21562,"FEMALE",29
14894,"MALE",88
21563,"MALE",101
8043,"MALE",118
44151,"MALE",81
21564,"FEMALE",40
21565,"FEMALE",32
45462,"MALE",110
16325,"MALE",22
21566,"MALE",58
227,"FEMALE",87
11660,"MALE",120
21567,"MALE",119
21568,"MALE",34
21569,"MALE",31
9662,"MALE",118
21570,"MALE",118
3464,"FEMALE",105
8922,"FEMALE",69
44152,"MALE",78
14895,"FEMALE",100
21571,"FEMALE",108
4218,"FEMALE",78
149,"MALE",38
21572,"FEMALE",89
21573,"MALE",111
11661,"FEMALE",99
21574,"FEMALE",98
45463,"MALE",32
4439,"MALE",109
21575,"MALE",70
21576,"MALE",120
21577,"MALE",69
4954,"MALE",118
44153,"MALE",109
21578,"MALE",119
21579,"MALE",61
21580,"MALE",120
21581,"MALE",69
21582,"MALE",68
21583,"MALE",109
44,"MALE",27
21584,"MALE",108
21585,"MALE",69
6220,"MALE",110
21586,"MALE",69
14896,"MALE",38
21587,"FEMALE",59
4747,"FEMALE",109
5463,"MALE",108
3450,"MALE",108
4275,"MALE",108
1565,"MALE",79
21588,"MALE",31
21589,"FEMALE",33
21590,"MALE",98
21591,"MALE",108
1881,"MALE",27
14897,"MALE",27
21592,"MALE",117
1074,"MALE",68
13615,"MALE",69
21593,"MALE",69
21594,"MALE",119
21595,"MALE",110
14898,"MALE",40
9663,"MALE",119
21596,"MALE",31
21597,"MALE",118
21598,"MALE",31
9664,"FEMALE",80
21599,"MALE",90
21600,"MALE",34
21601,"MALE",119
21602,"MALE",119
21603,"MALE",109
21604,"MALE",120
21605,"MALE",119
21606,"MALE",108
3948,"FEMALE",109
21607,"MALE",59
5691,"MALE",37
21608,"FEMALE",67
21609,"FEMALE",109
21610,"MALE",27
21611,"MALE",120
21612,"MALE",31
21613,"FEMALE",31
7485,"MALE",107
21614,"MALE",109
6045,"MALE",48
21615,"MALE",118
14188,"FEMALE",110
21616,"FEMALE",79
21617,"MALE",107
21618,"FEMALE",25
21619,"MALE",109
21620,"FEMALE",27
21621,"FEMALE",22
21622,"MALE",118
21623,"FEMALE",119
21624,"MALE",117
14899,"MALE",97
21625,"MALE",90
21626,"FEMALE",22
21627,"FEMALE",27
21628,"FEMALE",99
21629,"FEMALE",22
5326,"FEMALE",87
21630,"MALE",97
21631,"MALE",70
21632,"MALE",77
9665,"MALE",88
11662,"FEMALE",27
21633,"FEMALE",27
8249,"MALE",67
9666,"MALE",68
21634,"FEMALE",27
7530,"MALE",23
44154,"FEMALE",119
21635,"FEMALE",97
21636,"FEMALE",82
21637,"MALE",65
21638,"FEMALE",32
21639,"MALE",27
21640,"MALE",62
21641,"MALE",69
11663,"FEMALE",49
44155,"MALE",109
21642,"FEMALE",99
8426,"FEMALE",120
21643,"MALE",33
21644,"MALE",88
9667,"MALE",101
1070,"MALE",59
21645,"FEMALE",99
21646,"MALE",59
21647,"FEMALE",108
13616,"FEMALE",118
21648,"MALE",100
21649,"FEMALE",118
14900,"MALE",58
8003,"FEMALE",100
7879,"MALE",34
7207,"FEMALE",78
21650,"FEMALE",99
21651,"MALE",120
4542,"MALE",78
21652,"FEMALE",29
21653,"MALE",108
7488,"MALE",69
21654,"MALE",78
21655,"FEMALE",100
21656,"MALE",118
7136,"MALE",111
11664,"FEMALE",90
21657,"MALE",69
5459,"FEMALE",31
6985,"MALE",100
14901,"MALE",30
21658,"MALE",109
21659,"MALE",119
9265,"MALE",120
7874,"MALE",121
21660,"MALE",60
21661,"MALE",34
14902,"MALE",108
21662,"MALE",109
3470,"FEMALE",108
8684,"FEMALE",89
21663,"MALE",109
21664,"MALE",33
9668,"MALE",70
21665,"MALE",31
21666,"MALE",102
6457,"MALE",119
21667,"MALE",120
21668,"MALE",118
16326,"MALE",109
21669,"MALE",109
1732,"MALE",110
9669,"MALE",34
21670,"FEMALE",90
21671,"FEMALE",98
8197,"MALE",39
21672,"MALE",35
1814,"FEMALE",80
454,"MALE",120
21673,"MALE",31
13617,"MALE",119
6582,"MALE",110
6072,"MALE",32
21674,"MALE",28
21675,"FEMALE",108
7052,"FEMALE",69
6536,"MALE",70
21676,"MALE",80
21677,"MALE",80
21678,"FEMALE",91
21679,"MALE",119
21680,"MALE",118
21681,"MALE",78
8366,"MALE",31
21682,"FEMALE",61
16327,"MALE",119
2185,"MALE",111
21683,"MALE",118
21684,"MALE",118
21685,"FEMALE",88
9670,"MALE",109
21686,"FEMALE",88
5997,"MALE",40
21687,"MALE",89
21688,"FEMALE",38
6930,"MALE",68
11665,"MALE",51
21689,"MALE",68
14903,"MALE",70
21690,"FEMALE",28
21691,"MALE",119
21692,"MALE",109
5242,"MALE",68
45464,"FEMALE",110
21693,"MALE",31
6369,"MALE",119
21694,"MALE",117
21695,"MALE",29
44156,"MALE",118
21696,"MALE",28
6722,"FEMALE",118
13286,"MALE",111
11666,"MALE",41
21697,"MALE",69
21698,"MALE",79
14904,"MALE",108
21699,"FEMALE",31
21700,"MALE",33
3208,"MALE",88
1678,"MALE",69
21701,"MALE",32
1022,"MALE",31
21702,"MALE",33
21703,"MALE",100
21704,"FEMALE",89
5810,"MALE",49
2436,"MALE",79
7688,"MALE",29
21705,"FEMALE",119
21706,"MALE",34
21707,"MALE",30
9671,"MALE",119
21708,"MALE",39
5743,"MALE",100
21709,"FEMALE",32
21710,"MALE",68
21711,"MALE",61
9672,"MALE",120
21712,"MALE",90
21713,"MALE",32
3400,"MALE",36
7051,"MALE",34
9673,"MALE",120
21714,"FEMALE",52
21715,"MALE",109
21716,"MALE",120
9674,"FEMALE",110
7221,"MALE",119
21717,"FEMALE",30
21718,"MALE",79
45465,"FEMALE",79
21719,"MALE",59
2426,"MALE",30
3053,"FEMALE",58
11667,"MALE",118
9675,"MALE",69
14189,"FEMALE",108
14905,"MALE",120
21720,"FEMALE",87
1108,"MALE",110
21721,"FEMALE",119
21722,"MALE",78
21723,"MALE",58
21724,"MALE",109
21725,"MALE",121
21726,"MALE",118
9676,"MALE",69
21727,"FEMALE",98
21728,"FEMALE",121
21729,"FEMALE",118
7920,"FEMALE",108
21730,"MALE",108
21731,"MALE",32
21732,"FEMALE",119
21733,"MALE",58
21734,"MALE",70
21735,"MALE",29
21736,"FEMALE",33
9677,"MALE",118
21737,"MALE",78
21738,"MALE",88
44157,"MALE",70
21739,"FEMALE",59
14906,"FEMALE",77
528,"MALE",110
21740,"FEMALE",97
21741,"MALE",119
1718,"MALE",119
3103,"MALE",78
21742,"MALE",69
21743,"FEMALE",70
21744,"MALE",88
21745,"MALE",22
21746,"MALE",99
21747,"FEMALE",38
21748,"MALE",108
21749,"FEMALE",53
7167,"FEMALE",80
21750,"FEMALE",108
14190,"FEMALE",108
9678,"MALE",31
21751,"MALE",69
6515,"FEMALE",108
2647,"MALE",118
21752,"MALE",119
9679,"MALE",50
44158,"MALE",120
2909,"MALE",120
1134,"MALE",30
21753,"MALE",99
1649,"MALE",28
8125,"MALE",80
1090,"MALE",120
21754,"MALE",118
14191,"MALE",40
66,"MALE",119
21755,"MALE",34
21756,"FEMALE",99
44159,"MALE",51
21757,"MALE",110
21758,"MALE",33
6871,"MALE",99
21759,"FEMALE",49
21760,"MALE",39
21761,"MALE",98
11668,"FEMALE",41
505,"MALE",120
21762,"FEMALE",118
8772,"FEMALE",32
21763,"FEMALE",78
21764,"FEMALE",28
7932,"MALE",88
21765,"MALE",118
44160,"MALE",121
21766,"MALE",31
9680,"MALE",108
21767,"MALE",100
21768,"MALE",49
5131,"MALE",119
21769,"MALE",81
21770,"MALE",68
21771,"FEMALE",29
21772,"FEMALE",87
21773,"MALE",120
9681,"MALE",99
14907,"MALE",120
13133,"MALE",99
3351,"MALE",109
21774,"MALE",30
21775,"MALE",90
9240,"MALE",41
21776,"FEMALE",29
46229,"MALE",68
21777,"FEMALE",98
21778,"MALE",90
