HCP_ID,RL,P2P,OLV,RR,DRT,DMS,OLA,DEM,Region,Value,Speciality_ID
14450,0.470588207,NA,0.04372859,NA,NA,0,NA,3.96E-03,urban,H,462171
14451,0.695652008,NA,NA,0.337593079,0,0.033333331,0.2354124,NA,urban,H,462171
14452,0.696969509,NA,NA,0.441468,0.022222221,0,0.15531283,NA,urban,H,462171
14453,0.636363506,NA,0.240507245,0.129843473,0,0.029411763,0.153506276,0.024757029,urban,H,462171
14454,0.45454526,NA,0.4372859,NA,0.153846145,NA,NA,0.097045208,urban,M,462171
14455,0.6875,NA,0.065592885,NA,0,0.022556379,0.180369657,0,urban,M,462171
14456,0.428571224,NA,0.021864295,NA,0,0,0.247280193,1.13E-01,rural,L,462171
14457,NA,NA,0.26237154,0.025968701,0.166666627,0.064516127,NA,0.081245158,urban,M,462171
14458,NA,0.090968311,0.021864295,0.181780934,0,0.197802186,0.232095803,0,urban,H,462171
14459,0.625,NA,NA,1,0.03125,0.04651162,0.243934233,NA,urban,H,462171
14460,0.538461208,0.090968311,0.04372859,NA,0,NA,NA,0,urban,M,462171
14461,0.652173519,NA,0.04372859,0.155812264,0,0,0.416755436,4.40E-02,urban,H,462171
14462,0.25,NA,0.021864295,NA,0.299999952,0,0.062069783,0.019209096,urban,L,462171
14463,0.608695507,0.272904873,NA,0.363561869,0.222222209,0.005405404,0.102908773,NA,urban,H,462171
14464,0.625,NA,NA,0.311624527,0.235294104,0.029850736,0.215969989,0.050731351,rural,H,462171
14465,0.333333254,NA,0.065592885,0.285655737,0,0,NA,0,urban,L,462171
14466,0.581395149,NA,0.153050065,NA,1,0.086956501,NA,NA,urban,H,462171
14467,NA,NA,0.04372859,0.337593079,0.052631557,0,0,0.071513499,urban,M,462171
14468,0.199999929,NA,NA,0.363561869,NA,0,NA,0.028734024,urban,H,462171
14469,0.799999714,NA,NA,0.025968701,NA,0,NA,0.00E+00,rural,H,462171
14470,0.399999857,NA,0.17491436,NA,0,0.022388056,NA,0,urban,M,462171
14471,0.583333015,NA,0.021864295,NA,0.272727251,0.039215684,0,NA,urban,M,462171
14472,0.538461208,NA,NA,0.259686947,0,1,0.065682764,0.157848278,urban,M,462171
14473,0.666666508,NA,0.39355731,0.207749605,0,0.25,NA,0.164291739,urban,M,462171
14474,0.75,NA,NA,0.830998421,0,0.102564097,0.218611675,0.015010916,urban,H,462171
14475,0.4375,NA,NA,0.103874803,0.181818128,NA,NA,NA,rural,M,462171
14476,0.647058487,NA,0.08745718,NA,0.199999929,0,NA,0.073170198,urban,H,462171
14477,0.92307663,NA,NA,0.155812264,0,0.09790206,0.179835957,0,urban,M,462171
14478,0.789473534,NA,NA,0.337593079,0.023809522,0.254237175,0.327352131,0.05488145,rural,H,462171
14479,0.5,NA,0.021864295,NA,0,0,0.144188746,NA,urban,L,462171
14480,0.545454502,NA,NA,0.675186157,0,0,0.15892062,0.021908234,rural,M,462171
14481,0.625,NA,NA,0.337593079,0,0.015503876,NA,NA,urban,H,462171
14482,0.222222209,NA,NA,0.545342922,0.125,NA,NA,0.084666619,urban,H,462171
14483,NA,NA,0.109321475,0.259686947,0,0.05660376,0.279610329,0,urban,H,462171
14484,0.555555344,NA,NA,0.077906132,0,0.110091686,NA,0.042585703,urban,H,462171
14485,0.625,0.090968311,0.04372859,NA,0.178571343,0.105691016,NA,0.011558325,rural,M,462171
14486,NA,NA,0.04372859,0.103874803,0,0.130434752,0.062079957,NA,urban,H,462171
14487,NA,NA,0.21864295,0.337593079,0,0,0.086978764,0.004224943,rural,M,462171
14488,0.75,NA,NA,0.259686947,0.049999982,NA,NA,0.327964729,urban,H,462171
14489,NA,NA,0.04372859,0.077906132,0,1,0.07264643,0.104783519,urban,M,462171
14490,0.5,NA,NA,0.025968701,0,0.067567527,0.128585123,NA,urban,U,462171
14491,0.588234901,NA,0.021864295,NA,0.111111105,0.009090908,NA,0.055447648,urban,H,462171
14492,0.5,NA,NA,0.129843473,0.272727251,0.419753075,0.146339851,0.099869751,rural,M,462171
14493,NA,0.090968311,0.021864295,NA,0.071428537,0,0.218306138,NA,rural,H,462171
14494,0.583333015,NA,NA,0.103874803,NA,NA,0,0.101334605,urban,H,462171
14495,0.25,NA,0.021864295,NA,0,0.142857075,NA,0.004267007,urban,M,462171
14496,0.666666508,NA,NA,0.025968701,0,0,NA,5.91E-02,rural,L,462171
14497,0.769230366,NA,NA,0.181780934,0.153846145,1,NA,0.027417219,urban,H,462171
14498,0.6842103,NA,NA,1,0,0.015384615,0.313215076,0.017148206,urban,H,462171
14499,0.666666508,NA,NA,0.753092289,0,0,0.244728167,0,urban,H,462171
14500,0.25,NA,0.021864295,NA,0.28571415,0.038961023,0.095710281,NA,urban,M,462171
14501,0.666666508,NA,0.021864295,0.259686947,0,0,0.135181401,0.00E+00,urban,H,462171
14502,0.588234901,NA,0.021864295,0.181780934,0,NA,NA,0,urban,H,462171
14503,0.599999905,NA,0.08745718,0.129843473,0.399999857,0.068965495,0.133086664,NA,urban,H,462171
14504,0.909090519,NA,NA,0.441468,0.071428537,0.347826004,NA,0.131809237,urban,H,462171
14505,0.777777672,NA,NA,0.467436791,NA,0.411764622,0.304741445,0.056933974,urban,H,462171
14506,0.315789461,NA,NA,0.129843473,0,NA,NA,NA,urban,H,462171
14507,0.666666508,NA,NA,0.181780934,0,NA,0.147542062,NA,urban,L,462171
14508,0.692307472,NA,NA,0.285655737,0.083333314,0.1692307,0.181282847,0,urban,M,462171
14509,NA,0.090968311,0.04372859,NA,0,0.375,0.039038361,0.004540154,urban,H,462171
14510,0.5625,NA,NA,0.155812264,NA,0.201834798,0.177289256,0,urban,H,462171
14511,0.299999952,NA,NA,0.103874803,0,0.012658224,NA,0.059825671,urban,H,462171
14512,NA,NA,0.021864295,0.103874803,0,0.5,NA,0.115328335,rural,H,462171
14513,0.804877758,NA,0.327964306,NA,0.304347754,0.049019605,0.15213862,NA,urban,H,462171
14514,0.526315689,NA,NA,0.129843473,0.058823526,0.015957445,0,0.090636178,urban,H,462171
14515,0.333333254,0.272904873,NA,0.233718395,0.166666627,0,0.190115195,0.031880146,rural,U,462171
14516,0.5,NA,0.08745718,NA,0,0.065989792,NA,0,urban,H,462171
14517,0.444444418,NA,NA,0.363561869,0,0.5,NA,0.068643449,urban,M,462171
14518,0.615384579,NA,0.04372859,0.727123737,0,0,0.224382291,6.86E-03,urban,H,462171
14519,0.714285374,NA,NA,0.285655737,0.214285612,0.121212065,0.220389323,0.099688779,urban,H,462171
14520,NA,0.181936622,0.21864295,0.311624527,0,0,0,0,rural,L,462171
14521,0.75,NA,0.065592885,0.233718395,0.199999929,0.185185075,0.034728586,0.096597197,urban,M,462171
14522,NA,0.090968311,NA,0.259686947,NA,0.071428537,NA,NA,urban,H,462171
14523,0.571428299,NA,NA,0.259686947,NA,NA,0.05744359,0.038889598,urban,H,462171
14524,0.5,NA,0.021864295,0.181780934,0,0.040816307,0.05444531,0.017555813,urban,U,462171
14525,0.416666508,NA,NA,0.467436791,0.035714269,0,NA,0.019610888,urban,L,462171
14526,0.888888836,NA,0.96202898,NA,0,0.066666663,0.235199185,NA,urban,L,462171
14527,NA,NA,0.196778655,0.337593079,0,0.008849554,NA,0.058561674,urban,H,462171
14528,0.5,NA,0.021864295,0.181780934,0,0,0.19365256,2.05E-02,urban,H,462171
14529,0.5625,NA,0.26237154,0.181780934,0.083333314,NA,0.135973552,NA,urban,H,462171
14530,0.727272511,NA,NA,0.285655737,0.230769157,0.089999974,0.251906843,0.125521643,urban,H,462171
14531,NA,0.090968311,0.065592885,0.259686947,0.307692289,0.46666646,0.228578565,NA,urban,M,462171
14532,0.818181515,NA,NA,0.025968701,0,0,0.278855575,4.52E-02,urban,H,462171
14533,0.399999857,NA,NA,0.181780934,NA,0,0.126168805,0.00E+00,urban,L,462171
14534,NA,0.545809746,NA,0.233718395,0,0.111111105,0.33027788,0.029039906,rural,H,462171
14535,0.714285374,NA,NA,0.051937401,NA,0.068493128,NA,0.051218109,urban,L,462171
14536,0.75,NA,NA,0.181780934,0,0.166666627,NA,0.020436841,urban,H,462171
14537,0.5625,NA,NA,0.259686947,0,0.089887619,0.230283046,0.074167375,urban,H,462171
14538,0.799999714,0.090968311,NA,0.493405342,0.049999982,0.75,0.346212482,0,urban,H,462171
14539,0.851851463,NA,0.109321475,NA,0,0.046728969,0.145056394,0.004356839,urban,H,462171
14540,NA,NA,0.021864295,0.597280026,0.058823526,0.018018007,0.231325195,0.069180897,urban,H,462171
14541,0.75,NA,0.39355731,0.285655737,NA,0.072243333,0.16886342,0.242022109,urban,H,462171
14542,0.736841679,NA,NA,0.155812264,0,0,0.052777587,0.012907814,urban,H,462171
14543,0.375,NA,0.021864295,0.363561869,0,0.009999998,0.128728176,0,urban,M,462171
14544,0.666666508,NA,0.065592885,0.103874803,0,0,0.045847154,0,urban,M,462171
14545,0.28571415,NA,0.08745718,0.259686947,0,0.037499994,0.161295352,0,urban,M,462171
14546,0.333333254,0.090968311,0.04372859,NA,0,0.25,0.024891675,0,urban,M,462171
14547,0.357142687,NA,NA,0.207749605,0,0.513274193,0.112345276,NA,urban,H,462171
14548,0.666666508,0.090968311,NA,NA,0.099999964,0.013888888,0.044532385,0.057555337,urban,H,462171
14549,0.5,NA,NA,0.103874803,0,0.326530457,0,0.113049928,urban,M,462171
14550,0.199999929,NA,NA,0.051937401,0.299999952,0.571428299,0.049296023,0,urban,M,462171
14551,NA,0.181936622,0.021864295,0.597280026,NA,0,0.123259348,3.49E-02,urban,M,462171
14552,0.75,NA,0.04372859,0.181780934,0,0.067796588,0.072950423,0.036376668,urban,M,462171
14553,0.45454526,0.090968311,NA,NA,0,0.260869503,0.112812491,0.085826425,urban,M,462171
14554,0.625,NA,NA,0.103874803,0,NA,0.082313991,0.00E+00,urban,H,462171
14555,0.565217018,0.090968311,NA,NA,0,0.018181816,0.195287523,0.093987741,urban,H,462171
14556,0.25,0.090968311,NA,0.077906132,0,0,0.119757093,3.19E-02,rural,M,462171
14557,0.181818128,NA,NA,0.025968701,0.066666663,0.009345792,0.029623832,0.07658193,urban,M,462171
14558,0.666666508,NA,NA,0.181780934,NA,0.01886791,0.262606124,0,urban,H,462171
14559,0.8125,NA,NA,0.207749605,0.071428537,0,0.222834508,0.112473286,urban,H,462171
14560,0.5,NA,NA,0.051937401,NA,0.086206853,0.240259649,NA,urban,L,462171
14561,0.5625,NA,0.08745718,NA,0,0.117021263,NA,NA,rural,H,462171
14562,0.631578922,0.090968311,NA,0.103874803,NA,0.054545432,0.044994881,0.066232894,urban,H,462171
14563,0.599999905,NA,NA,0.181780934,0,0.169811249,0.063463693,0,urban,M,462171
14564,0.769230366,NA,NA,0.571311474,0.263157845,0.392857075,NA,NA,urban,M,462171
14565,0.65625,NA,1,0.41549921,NA,0,0.268352629,NA,rural,H,462171
14566,0.611110687,NA,0.021864295,0.285655737,0,0,0.283216095,8.29E-02,urban,H,462171
14567,0.25,NA,0.04372859,NA,0,0,0.016635325,0.104728673,rural,L,462171
14568,0.375,0.090968311,NA,NA,0,0.107437968,NA,0,urban,M,462171
14569,0.384615183,NA,0.065592885,0.181780934,0,0.266666651,NA,0.068025488,urban,H,462171
14570,0.699999809,NA,NA,0.181780934,0.099999964,1,0.021713832,0.247717331,urban,H,462171
14571,0.333333254,0.090968311,NA,0.207749605,0,0.009345792,0.070062241,0,urban,H,462171
14572,0.695652008,NA,NA,0.701155186,0,0.013986014,0.220305055,0.012715809,urban,H,462171
14573,0.565217018,NA,NA,0.025968701,0.041666657,0.333333254,0.175044673,0.060796556,urban,H,462171
14574,0.25,NA,NA,0.129843473,0.083333314,0,NA,0.024469099,urban,L,462171
14575,0.846153736,NA,NA,0.181780934,NA,0.016393438,0,NA,urban,H,462171
14576,0.769230366,NA,0.04372859,NA,0,0.085972846,0.20111417,0,urban,H,462171
14577,0.6875,NA,0.021864295,0.519373894,0.444444418,0.101851821,0.016311216,0,urban,M,462171
14578,0.599999905,NA,NA,0.467436791,0,0,0.051297968,0.00E+00,urban,H,462171
14579,0.769230366,0.090968311,NA,NA,0,0.180555463,0.240700196,0,urban,M,462171
14580,0.761904717,NA,0.021864295,NA,0.039999992,0.083333314,0.012391754,NA,urban,H,462171
14581,0.45454526,NA,NA,0.129843473,0,0,0.045773612,0.043663553,urban,H,462171
14582,0.78571415,0.090968311,0.065592885,NA,0,0,0.030175397,0.020266983,urban,H,462171
14583,0.75,NA,NA,0.207749605,0,0.391304255,0.112602255,0.137297104,urban,M,462171
14584,0.558823109,NA,NA,0.675186157,NA,0.142857075,0.254335555,0,rural,H,462171
14585,0.333333254,NA,NA,0.051937401,0,0.064516127,0.145264779,0.116374869,rural,M,462171
14586,0.199999929,NA,0.173465252,NA,0,0.051724136,0.059513719,NA,urban,M,295159
14587,NA,NA,0.057821751,0.016501814,0,0,0.079247344,0,urban,L,295159
14588,0.659090519,NA,0.028910875,0.148516417,0,0.007692307,0.317399435,NA,urban,H,295159
14589,0.28571415,NA,NA,0.198021889,0,0,NA,NA,urban,M,295159
14590,0.125,0.055430055,0.260197878,NA,0,0.059405923,NA,0.077915721,urban,M,295159
14591,0.416666508,0.055430055,NA,0.016501814,0,0,0.1180198,0.043491853,urban,M,295159
14592,0.428571224,0.055430055,NA,NA,0,0.065217376,0.184126388,0.021375244,urban,M,295159
14593,0.399999857,0.221720219,NA,0.198021889,0,0.049180299,0.1670702,0,urban,M,295159
14594,0.568627358,NA,0.028910875,0.132014513,0,0.090534926,0.09022168,NA,urban,H,295159
14595,0.346153736,NA,0.231287003,NA,0,0.229357719,NA,NA,urban,M,295159
14596,0.545454502,NA,0.028910875,0.066007257,0,0.515625,0.112542401,0,urban,M,295159
14597,0.333333254,NA,NA,0.033003628,0,0.157142758,NA,0.062058827,urban,M,295159
14598,0.333333254,NA,NA,0.033003628,0,NA,0.047238762,0.005122416,urban,M,295159
14599,0.444444418,NA,0.028910875,0.231025457,0,0.428571224,NA,NA,urban,M,295159
14600,0.540540218,NA,0.404752255,0.066007257,0,0.022935778,NA,0.058772634,urban,H,295159
14601,0.399999857,0.055430055,NA,NA,0,NA,0.133031138,NA,urban,M,295159
14602,0.71999979,NA,NA,0.049505472,0,0.006249998,0.139593981,0.020388338,urban,H,295159
14603,0.199999929,NA,0.028910875,0.099010944,0,0.153846145,0.07742998,0.16036809,rural,H,295159
14604,0.37037015,NA,0.520395756,0.066007257,0,0.084745705,0.140395986,NA,urban,M,295159
14605,0.599999905,NA,NA,0.033003628,NA,0.139999986,NA,NA,urban,H,295159
14606,0.622221947,0.388010502,0.144554377,NA,0,0.064935029,0.169006299,NA,urban,H,295159
14607,0.5,NA,NA,0.016501814,0,0.03367874,0.110136553,0.113374093,urban,H,295159
14608,0.589285374,NA,0.115643501,0.0825091,0,0.123188376,0.142166687,NA,urban,H,295159
14609,0.363636255,NA,0.057821751,0.033003628,0,0.293388367,NA,0.082704096,urban,M,295159
14610,0.509433746,NA,0.028910875,0.148516417,0,0.016393438,NA,NA,urban,H,295159
14611,0.323529244,0.110860109,NA,0.115512729,0,0,NA,0,urban,M,295159
14612,NA,0.055430055,0.057821751,0.181519985,0,NA,0.075356133,NA,urban,M,295159
14613,0.368420839,NA,NA,0.132014513,0,0.036585361,NA,0.021810756,urban,H,295159
14614,0.25,0.055430055,0.057821751,NA,0,0.116279066,NA,NA,urban,L,295159
14615,0.405405283,NA,0.144554377,NA,0,NA,0.141519777,NA,rural,M,295159
14616,0.407407284,NA,0.231287003,0.165018201,0,0,NA,NA,urban,M,295159
14617,0.604650974,NA,0.231287003,NA,NA,NA,0.222880363,0.117331017,urban,H,295159
14618,0.266666651,NA,NA,0.033003628,0,0.235294104,NA,NA,urban,M,295159
14619,0.5,NA,NA,0.016501814,NA,NA,0.049257682,0,urban,M,295159
14620,0.707316876,0.110860109,NA,0.148516417,0,0.064139903,0.144009791,0,urban,H,295159
14621,0.615384579,0.166290164,NA,NA,NA,0.042553186,0.166810737,0,urban,H,295159
14622,0.538461208,NA,0.057821751,0.033003628,0,0.085106373,0.219164139,0.047393962,urban,H,295159
14623,0.418604612,NA,0.173465252,0.016501814,0,0.011627905,0.010045605,NA,urban,H,295159
14624,0.28571415,NA,NA,0.016501814,0,0.036423832,0.154974319,0,urban,M,295159
14625,0.222222209,NA,NA,0.165018201,NA,NA,0.097898642,0.107544338,urban,M,295159
14626,0.424999952,NA,NA,0.016501814,NA,0.28723383,0.042767238,0.08324777,urban,H,295159
14627,0.205882311,NA,NA,0.066007257,0,NA,NA,0,urban,M,295159
14628,NA,NA,0.086732626,0.495054722,NA,NA,0.241070176,0,urban,M,295159
14629,NA,0.110860109,0.028910875,0.396043778,NA,0,0.176445639,0.021663786,urban,H,295159
14630,0.526315689,NA,NA,0.049505472,0,0.043478251,NA,NA,rural,M,295159
14631,0.361110926,NA,NA,0.016501814,0,0.055555552,0.089562365,0,urban,H,295159
14632,0.524999619,NA,0.028910875,0.379541874,0,0.057803452,0.18232793,0,urban,H,295159
14633,0.59649086,NA,NA,0.165018201,0,0.009478666,0.112090855,0.006051156,urban,H,295159
14634,0.542856693,NA,0.260197878,0.033003628,0,0.014563106,0.120294275,NA,urban,H,295159
14635,0.465116262,NA,0.144554377,0.049505472,0,0.003039513,0.158902397,0.05949583,rural,H,295159
14636,0.25,NA,NA,0.132014513,0,0.02917771,0.096237237,0.020363914,urban,H,295159
14637,0.538461208,NA,0.086732626,NA,0,0.082352936,0.238091423,0,urban,H,295159
14638,0.399999857,NA,0.057821751,0.016501814,0,0.005235601,0.173534858,0,urban,M,295159
14639,NA,NA,0.260197878,0.016501814,0,0.252808809,NA,NA,urban,H,295159
14640,0.399999857,NA,NA,0.066007257,0,0.088235259,0.075470307,0,urban,M,295159
14641,NA,0.055430055,0.43366313,0.033003628,0,NA,0,0.021778098,urban,H,295159
14642,0.424242258,NA,0.318019629,NA,NA,0.04895103,NA,0,urban,M,295159
14643,0.404761791,NA,0.086732626,NA,NA,0.050847441,NA,NA,urban,H,295159
14644,0.470588207,NA,0.375841379,0.016501814,0,NA,NA,0.058813648,urban,M,295159
14645,0.487804651,NA,NA,0.313534498,0,0.038135588,NA,0.066726787,urban,H,295159
14646,NA,NA,0.231287003,0.462050915,0,0.227848053,0.107698339,0.058630003,urban,H,295159
14647,NA,NA,0.231287003,0.066007257,0,NA,0.034521334,NA,urban,M,295159
14648,0.489361525,0.388010502,0.231287003,NA,NA,0.026442304,NA,0,urban,H,295159
14649,0.418604612,NA,NA,0.049505472,0,0.020979017,0.104606068,0.015526147,urban,H,295159
14650,NA,0.277150154,0.057821751,0.429047346,0,0.102941155,0.173531644,NA,urban,M,295159
14651,0.516129017,NA,0.289108753,0.132014513,0,0.176656127,0.047207525,0.098144264,urban,H,295159
14652,0.428571224,NA,0.346930504,NA,0,0.104712009,NA,0.054649726,urban,M,295159
14653,0.3125,0.055430055,NA,0.049505472,0,0.015503876,NA,NA,urban,M,295159
14654,0.333333254,NA,0.202376127,0.033003628,0,0.119760454,0.11136256,0.108731264,urban,M,295159
14655,0.461538315,0.055430055,0.057821751,NA,0,0.032258064,NA,NA,urban,H,295159
14656,0.137930989,NA,NA,0.016501814,0,0.00409836,0.012835287,NA,urban,M,295159
14657,NA,0.055430055,NA,0.0825091,0,0.07389158,0.155530266,0,urban,H,295159
14658,0.599999905,NA,NA,0.528058052,0,0.006451611,0.202571015,NA,urban,M,295159
14659,0.514285564,NA,NA,0.049505472,0,0.006651882,0.139340239,0,urban,H,295159
14660,NA,NA,0.202376127,0.033003628,0,0,0.086039173,NA,urban,H,295159
14661,NA,NA,0.115643501,0.049505472,0,0.013888888,0.126325243,NA,urban,M,295159
14662,NA,0.221720219,NA,0.478552818,NA,0.08306706,0.204824482,0.089446879,urban,H,295159
14663,0.355555534,0.055430055,0.346930504,NA,0,NA,0.156097094,0,urban,H,295159
14664,0.538461208,0.277150154,NA,NA,0,NA,NA,0,urban,H,295159
14665,0.382978678,NA,0.636039257,NA,0,0.160949826,0.137035471,NA,urban,H,295159
14666,0.729729652,0.720590591,0.982969761,NA,0,0.344927311,0.053945277,NA,urban,H,295159
14667,0.536585331,NA,NA,0.033003628,0,0,0.114366368,0.063451494,urban,H,295159
14668,0.324324131,NA,0.144554377,0.379541874,0,0.214285612,0.1281902,0.060579748,urban,H,295159
14669,0.5090909,0.166290164,0.115643501,NA,0,0.124031007,0.16330569,NA,urban,H,295159
14670,0.419354677,NA,NA,0.132014513,0,0.468842506,0.192209221,0.384259465,urban,M,295159
14671,NA,NA,0.260197878,0.148516417,0.25,0.091911733,0.083016528,NA,rural,M,295159
14672,0.333333254,0.055430055,NA,NA,0,0.072727263,0.193401542,0,urban,M,295159
14673,0.255813837,0.055430055,NA,0.165018201,0,0.088235259,0.123976463,NA,urban,H,295159
14674,0.277777672,NA,0.115643501,0.066007257,NA,NA,0.055424364,0.000945327,urban,H,295159
14675,0.243243218,0.166290164,NA,NA,0,0.044198871,0.167182218,0.050709678,urban,M,295159
14676,0.25,NA,NA,0.016501814,0,0.046875,0.147031522,NA,urban,M,295159
14677,0.444444418,0.110860109,NA,NA,NA,0.206896544,NA,NA,urban,M,295159
14678,0.581395149,NA,0.028910875,0.033003628,0,0,NA,0,urban,H,295159
14679,0.628571034,NA,NA,0.049505472,0,0.061971813,0.287917617,0,rural,H,295159
14680,0.5,0.055430055,0.144554377,NA,0,0.077922046,0.15925594,0.101228642,urban,H,295159
14681,0.243902326,NA,0.144554377,NA,NA,0.053435087,NA,0.04051039,urban,H,295159
14682,0.704545021,NA,NA,0.033003628,NA,0.033333331,0.014361222,0,urban,H,295159
14683,0.5,NA,0.144554377,NA,0,0.023809522,NA,NA,urban,H,295159
14684,0.40625,NA,0.260197878,0.198021889,0,0.022222221,0.169202008,0,urban,H,295159
14685,0.28571415,0.110860109,NA,0.330036402,0,0.027522922,0.093429489,0.019694003,urban,M,295159
14686,0.333333254,NA,NA,0.066007257,NA,0.019607842,0.123439072,0.081435639,urban,M,295159
14687,0.586206436,NA,0.115643501,0.396043778,0,0.131944418,0.267649593,0.066877396,urban,M,295159
14688,0.560975552,NA,0.028910875,0.066007257,NA,0.059999973,0.244907621,0,urban,H,295159
14689,0.299999952,0.055430055,0.144554377,NA,0,0.049079746,0.047410104,0.102835077,urban,M,295159
14690,1,0.055430055,NA,0.214523673,0,0.142857075,NA,0,urban,L,295159
14691,0.644443989,NA,NA,0.0825091,0,0.041493774,0.165092994,NA,urban,H,295159
14692,0.194444418,NA,0.028910875,NA,0,0.183266878,0.065359362,NA,rural,M,295159
14693,0.714285374,0.166290164,0.202376127,NA,0,0.459227324,0.093611716,0,urban,M,295159
14694,0.478260756,NA,NA,0.066007257,0,0.019830018,0.125203766,0,urban,H,295159
14695,0.636363506,NA,1,NA,0,NA,0.26750093,0.286572043,rural,H,295159
14696,0.536585331,NA,0.346930504,0.049505472,0,0.172077894,0.101021309,0.163073355,urban,H,295159
14697,0.549999714,NA,NA,0.346538305,NA,0.28436017,0.250221983,0.185379834,urban,H,295159
14698,NA,NA,0.43366313,0.132014513,0,0.016746402,0,0,urban,H,295159
14699,0.578947067,NA,0.115643501,NA,0,0,NA,0,urban,H,295159
14700,0.474999905,NA,NA,0.709578037,NA,0.034615368,0.344833265,0.061311865,urban,H,295159
14701,0.352941036,NA,NA,0.148516417,0,0.018518508,NA,0,urban,M,295159
14702,0.384615183,NA,NA,0.132014513,0,0.042613626,0.186523455,8.65606E-05,urban,H,295159
14703,0.46666646,NA,0.115643501,0.181519985,0,0.015564196,0.297347555,0.119274848,urban,H,295159
14704,0.555555344,NA,0.028910875,0.066007257,NA,0.060367435,0.141901033,0.071613409,urban,H,295159
14705,NA,0.055430055,0.231287003,0.346538305,0,0.069767416,0.084163024,0.014379431,rural,M,295159
14706,0.259259224,NA,NA,0.0825091,0,0.008982033,0.081261542,NA,urban,M,295159
14707,0.631578922,NA,NA,0.049505472,0,0.028846145,0.173095416,NA,urban,H,295159
14708,0.413793087,0.055430055,0.115643501,NA,0,0.131782889,NA,0.104692788,rural,M,295159
14709,0.581395149,NA,0.057821751,0.330036402,0,0.005347591,0.32396751,0.027671883,urban,H,295159
14710,NA,0.055430055,0.115643501,NA,0,0.203125,0.136594714,0,urban,M,295159
14711,0.388888836,NA,NA,0.099010944,0,0.070063651,NA,0.030072385,urban,H,295159
14712,0.541666508,NA,NA,0.231025457,0,0.008771926,0.163803579,NA,urban,M,295159
14713,0.379310131,NA,0.086732626,0.28053093,NA,0.02870813,0.155929617,NA,urban,M,295159
14714,0.45454526,NA,0.260197878,NA,0,0.057268709,NA,0.020420564,urban,H,295159
14715,0.459459305,NA,NA,0.099010944,0,0.083094537,NA,0.067244806,urban,H,295159
14716,NA,0.166290164,0.144554377,NA,NA,0.032727271,0.152566154,0.024684499,rural,H,295159
14717,0.511110783,NA,0.144554377,NA,NA,0.021857917,0.21060331,0.06595334,urban,H,295159
14718,0.375,NA,NA,0.033003628,0,0.07035172,0.069861711,NA,urban,M,295159
14719,0.333333254,NA,NA,0.214523673,0,0,0.123879868,0,urban,M,295159
14720,0.599999905,NA,0.231287003,0.115512729,0,0.044776112,NA,0.01960668,urban,H,295159
14721,0.522727013,NA,NA,0.198021889,0,0.122377574,0.104592684,0.04401659,urban,H,295159
14722,0.5,NA,NA,0.049505472,NA,0.022988498,0.092774037,0.005244197,urban,H,295159
14723,NA,0.055430055,0.086732626,0.016501814,0,NA,0.091075934,0.010233714,urban,M,295159
14724,NA,0.055430055,NA,0.033003628,0,0.253520966,0.010384966,0.214369771,urban,M,295159
14725,0.243243218,NA,0.751682758,NA,0,NA,0.122667398,0.162073868,urban,M,295159
14726,0.266666651,0.055430055,NA,0.066007257,0,NA,0.118852608,0.028714246,urban,H,295159
14727,0.537036896,NA,0.86732626,NA,0,0.06930691,NA,0.240197745,urban,H,295159
14728,0.166666627,0.110860109,NA,0.066007257,0,0.030701742,0,0.000985454,urban,M,295159
14729,0.297297239,NA,NA,0.792087555,0,0.193467259,0.127246931,0.056745065,rural,H,295159
14730,NA,NA,0.086732626,0.049505472,0,0,NA,NA,rural,H,295159
14731,0.657142639,NA,NA,0.528058052,0,0.063414633,0.188092035,0,urban,H,295159
14732,0.571428299,NA,0.086732626,0.066007257,0,0.054054052,0,0.045905323,urban,H,295159
14733,0.399999857,NA,0.086732626,0.148516417,0,NA,0.154482775,NA,urban,H,295159
14734,0.399999857,0.055430055,0.115643501,NA,0,0.002793295,NA,0,urban,H,295159
14735,0.391304255,0.055430055,NA,NA,NA,0,0.255217367,0.065511063,urban,H,295159
14736,0.125,NA,0.289108753,NA,0,0.239043713,0.109263943,NA,urban,M,295159
14737,0.690475941,NA,NA,0.28053093,0,0.004048582,0.232335584,0.051838009,urban,H,295159
14738,0.368420839,NA,0.115643501,NA,0,0.011235952,0.105859051,0,urban,M,295159
14739,0.5,NA,0.43366313,0.033003628,0,NA,NA,NA,urban,H,295159
14740,0.386363506,NA,NA,0.181519985,0,0.079295099,0.180570044,NA,urban,H,295159
14741,0.574467659,0.221720219,0.173465252,NA,0,0.028846145,NA,0,urban,H,295159
14742,0.473684073,NA,0.202376127,NA,NA,0.064814806,0.094964197,NA,urban,H,295159
14743,0.090909064,NA,0.375841379,0.066007257,0,0.048076898,0.164613329,0,urban,M,295159
14744,0.523809433,NA,NA,0.066007257,0,0,NA,0.047821978,urban,H,295159
14745,NA,0.166290164,0.289108753,0.066007257,0,0.023972601,0.132486035,0.090404882,urban,H,295159
14746,0.488888741,NA,0.144554377,NA,0,0.125,0.158295515,NA,urban,H,295159
14747,NA,NA,0.664950371,0.049505472,0.099999964,0.256965876,0.182416725,NA,urban,H,295159
